nom,lat,lon,adr1,adr2,adr3,adr4,tel,mail,web,intro,langues_nbr,langues,visite,activites_nbr,activites,services_nbr,services,url
"Domaine des Béguineries",47.172711,0.204613,"DOMAINE DES BEGUINERIES","52 rue de l'Ancien Port","Saint Louans","37500 CHINON","02 47 93 37 16",domainedesbeguineries@wanadoo.fr,http://www.domainedesbeguineries.com,"<p>Le Domaine des Béguineries est une exploitation familiale
reprise en 1995 par Jean-Christophe Pelletier. Sa situation sur les
bords de Vienne, à 2 kms du Château de Chinon et du centre-ville le
placent au cœur de l’Appellation. Nos vignes sont essentiellement
plantées sur des coteaux aux terroirs différents. Les 12 hectares
de Cabernet franc et Chenin sont en conversion à l’Agriculture
biologique depuis 2009. Vous pourrez découvrir la cave, le chai et
le vignoble attenants au domaine. Nous vous ferons déguster
différentes cuvées et millésimes de Chinon rouge, blanc, rosé, et
Touraine blanc. Pour compléter la visite, un Casse-Croûte du
Vigneron vous est proposé (sur réservation).</p>",1,Anglais,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-des-beguineries-chinon
Veloc,47.411946,0.980956,VELOC,"Place Chaptal","37400 AMBOISE",,,contact@veloc-amboise.com,http://www.veloc-amboise.com,"<p>Idéalement situé au bord de la Loire, à la croisée des
itinéraires. Fourniture de VTC 26 et 28''. VTT enfant, city bike
femme, vélo électrique...</p>",1,Anglais,,1,"Cyclotourisme VTT",2,"Livraison de vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/veloc-amboise
"Domaines des Bessons",47.46334,1.050561,"François et Brigitte PEQUIN","113 rue de Blois","37530 LIMERAY",,"02 47 30 09 10",francois.pequin@wanadoo.fr,http://www.domainedesbessons.com,"<p>Nous sommes des artisans-vignerons exploitant 9 hectares de
vignes en lutte raisonnée sur l'aire d'appellation Touraine
Amboise. C'est avec plaisir et passion que nous vous ferons
découvrir nos vins et notre terroir dans notre caveau
troglodityque, à l'image de notre chai. Limeray propose un beau
vignoble surplombant le village avec une vue magnifique sur la
vallée de la Loire et se trouve à 7 km du château d'Amboise et 10
km du château de Chaumont sur Loire.</p>",1,Anglais,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaines-des-bessons-limeray
"Paris Claude",47.434875,0.871612,"DOMAINE CLAUDE PARIS","21 rue des Violettes","37210 CHANCAY",,"02 47 52 21 07",,,"<p>Notre domaine de 12 hectares produit des vins de Vouvray depuis
4 générations. Venez visiter nos caves troglodytiques typique de la
Touraine situé dans la charmante commune de Chançay. Pour des
groupes nous pouvons prévoir un casse-croûte ou même un repas
élaboré par traiteur local dans une salle troglodytique
spécialement aménagée.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/paris-claude-chancay
"Point de dépôt Loc. Val de Loire",47.165607,0.244954,"Hôtel le Plantagenet","Hôtel le Plantagenet","12 place Jeanne d'Arc","37500 CHINON","02 38 84 11 78",contact@loc-valdeloire.com,http://www.loc-valdeloire.com,"<p>Professionnel du cycle depuis 1975, Loc. Val de Loire propose
aux particuliers, entreprises et collectivités, la location de
vélos et accessoires de qualité. Avec plus de 1800 départs en 2013
et près de 200 vélos, Loc. Val de Loire est un acteur majeur du
tourisme à vélo. L’agence met à votre disposition 18 points de
location et dépôts sur les 800 km de la Loire à vélo. Avec plus de
10 tailles de vélos, de nombreux accessoires et services, Loc. Val
de Loire répond à l’ensemble de vos besoins afin que vous puissiez
louer en toute tranquillité et sécurité afin de découvrir, en
famille ou entre amis, les magnifiques paysages qui bordent la
Loire. Services: Transferts vélos et bagages, vente d'accessoires,
consigne de bagages, objets oubliés = objets rapatriés, parking,
vente topo-guide..</p>",0,,,1,Cyclotourisme,2,"Livraison de vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-loc.-val-de-loire-chinon
"Dune buggy Tours",47.462326,0.840985,"DUNE BUGGY TOURS","12 le Rocheron","37210 VERNOU SUR BRENNE",,"02 47 52 04 48",moncoeurbouleau@orange.fr,http://dune-buggy-tours.com,"<p>Randonnées en buggy à travers vignes, champs et passages de
gués. Découverte de la Touraine au volant d'un véhicule de
collection. Organisation de séminaires d'entreprise. Balades en
Morgan, comme conducteur ou en baptême, comme passager.</p>",1,Anglais,,3,"Activités pour les enfants(3 ans)
Activités pour les familles
Quad",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/dune-buggy-tours-vernou-sur-brenne
"Les Caves Duhard",47.416628,0.993637,"LES CAVES DUHARD","56 rue du Rocher des Violettes","37400 AMBOISE",,"02 47 57 20 77",contact@caves-duhard.fr,http://www.caves-duhard.fr,"<p>Les Caves Duhard vous accueillent toute l'année et vous invitent
à venir partager le plaisir du vin, dans un lieu magnifique, à 800m
du château d'Amboise. Vous y découvrirez de vieux millésimes,
spécialité de la maison, et des vins à vieillir, en accord avec la
maxime du lieu, qui dit qu'un vin, c'est avant tout du plaisir !
Depuis 1874, ce sont 4 générations de spécialistes qui ont choisi
d'élever des vins du terroir avec cet esprit, dans ce lieu
d'exception, en surplomb de la Loire.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-caves-duhard-amboise
"Location de canoës - Camping de la poterie",47.454585,1.099223,"Camping de la poterie","12 rue des Thomeaux","37530 MOSNES",,,lecampingdelapoterie@gmail.com,http://www.lecampingdelapoterie.fr,,1,Anglais,,1,"Canoé kayak",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/location-de-canoes-camping-de-la-poterie-mosnes
"Pôle karting service",47.33938,0.663026,"POLE KARTING SERVICE","6 rue G. Eiffel","37300 JOUE LES TOURS",,"02 47 80 03 27",polekarting@wanadoo.fr,http://www.pole-karting.com,"<p>Location de karting aux particuliers, mini kart à partir de 7
ans. Animations entreprises.</p>",2,"Français
Anglais",,3,"Activités pour les enfants(7 ans)
Activités pour les familles
Karting",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/pole-karting-service-joue-les-tours
"Bruno Bateau",47.193889,0.099959,"BRUNO BATEAU","22 rue du Martinet","37500 SAINT-GERMAIN-SUR-VIENNE",,"02 47 58 43 88",b.bateau@aliceadsl.fr,http://www.bruno-bateau.com,"<p>Balades en bateau, sorties pédagogiques, sorties photos, sorties
dégustations, soirées à thème. Départ de Saint Germain sur Vienne,
face à l'église.</p>",0,,,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/bruno-bateau-saint-germain-sur-vienne
"Loca Cycle",47.412582,0.98299,"LOCA CYCLE","2 bis rue Jean-Jacques Rousseau","37400 AMBOISE",,"02 47 57 00 28",locacycle.amboise@free.fr,http://www.amboise-valdeloire.com,,1,Anglais,,1,"Cyclotourisme Randonnée Cyclo / VTT",2,"Livraison de vélos
Réparation vélos",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/loca-cycle-amboise
"Cycles Peugeot",47.12873,0.99939,"CYCLES JOURDAIN","7 rue des moulins","37600 LOCHES",,"02 47 59 02 15",peugeot.jourdain37@wanadoo.fr,,"<p>Vente et réparation de cycle, location bicyclette.</p>",1,Français,,1,Cyclotourisme,2,"Livraison de vélos
Réparation vélos",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cycles-peugeot-loches
"Sequoia rando",47.260785,0.623878,"SEQUOIA RANDO","2 allée de la Clousière","Sequoia rando","37190 AZAY LE RIDEAU","09 51 25 47 10",sequoia.rando@orange.fr,http://sequoia-rando.com,"<p>Organisation sur demande de randonnées en ""osmose avec la
nature"".</p>",1,Français,,2,"Activités pour les familles
Randonnée pédestre",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/sequoia-rando-azay-le-rideau
"Domaine de la Vernellerie",47.291782,0.225751,"EARL DOMAINE DE LA VERNELLERIE","La Vernellerie","7 rue d'Orfeuil","37140 BENAIS","02 47 97 31 18",earl.lavernellerie@orange.fr,,"<p>Mon domaine de 15 hectares se situe au bord de la D35 entre les
villages de Restigné et Benais. Venez découvrir nos vins et nos
caves souterraines au cœur du vignoble Bourgueillois.</p>",1,Français,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-vernellerie-benais
"La Balade Gourmande",47.260493,0.46705,"LA BALADE GOURMANDE","20 rue Balzac","37190 AZAY-LE-RIDEAU",,"02 47 75 11 65",labaladegourmande.tours@gmail.com,http://www.labaladegourmande.com,"<p>Vente de produits locaux : vins d'Azay-le-Rideau et de Touraine,
jus de pommes, poires tapées, miel. Vente de fleurs d'osier.</p>",2,"Anglais
Italien",,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-balade-gourmande-azay-le-rideau
"Domaine de la Poterne",47.136665,0.428782,"Domaine de la Poterne",Montet,"37220 L ILE-BOUCHARD",,"02 47 58 67 99",christian.delalande@wanadoo.fr,,"<p>Domaine familial depuis 4 générations, venez nous rencontrer
pour une dégustation des vins dans la cave en tuffeau typique de la
région. Les camings caristes qui adhèrent àFrance Passion sont les
bienvenus, un emplacement leur est réservé sur l'exploitation.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-poterne-l-ile-bouchard
"Maison Galland",46.990562,0.918303,"MAISON GALLAND","Ferme des Bournaichères","37600 BETZ-LE-CHATEAU",,"06 80 23 18 18",galland.sarl@wanadoo.fr,http://www.les-bournaicheres.fr,"<p>Visite de l'exploitation : agriculture raisonnée, plantation de
haies, élevage de porcs, culture des céréales pour nourrir les
animaux, transformation de la viande en charcuterie et
conserves.</p>",0,,oui,1,"Ferme pédagogique",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/maison-galland-betz-le-chateau
"Rousseau Frères",47.303141,0.772355,"Rousseau Frères","Le Vau","37320 ESVRES",,"02 47 26 44 45",rousseau-freres@wanadoo.fr,http://www.rousseau-freres.com,"<p>Le Domaine de 19 hectares est situé au dessus de l'Indre et
produit l’une des plus petite appellation du val de Loire, le
Touraine Noble-Joué. Respect de l'environnement, lutte raisonnée,
vignes enherbées, levures naturelles. Venez découvrir cette
appellation très peu connue avec les frères Michel et Bernard qui
vous expliquerons leur savoir-faire dans leur nouvelle salle de
dégustation.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/rousseau-freres-esvres
"Touraine Montgolfière",47.417576,0.987053,"TOURAINE MONTGOLFIERE","37400 AMBOISE",,,"02 47 56 42 05",info@touraine-montgolfiere.fr,http://www.touraine-montgolfiere.fr,"<p>Compagnie aérienne certifiée par l'Aviation Civile. Plateformes
de décollage homologuées sur Amboise, Chenonceaux, Chaumont.
Prestation 3h dont 1h de vol. 7/7 si météo compatible. Nacelle
privée ou collective. Vol pour groupe possible.</p>",1,Anglais,,1,Montgolfière,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/touraine-montgolfiere-amboise
"Domaine François Chidaine",47.392413,0.885176,"Domaine François Chidaine","30 quai Albert Baillet",Husseau,"37270 MONTLOUIS-SUR-LOIRE","02 47 45 19 14",francois.chidaine@wanadoo.fr,http://www.francois-chidaine.com/,"<p>La Cave Insolite vous propose des vins du Domaine Chidaine ainsi
qu'une belle sélection des vins de Loire.</p>",3,"Français
Anglais
Espagnol",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-francois-chidaine-montlouis-sur-loire
"Les chevaux de la lande",47.206875,1.106039,"LES CHEVAUX DE LA LANDE","La Giraudière","37460 GENILLE",,"06 62 85 65 69",leschevauxdelalande@orange.fr,,"<p>Dans un cadre convivial et agréable, Delphine et Jordi vous
accueillent toute l'année pour des cours tous âges et tous niveaux,
baby poney à partir de 3 ans, stages,balades, sorties en
compétition. Différentes formules de pension pour votre cheval vous
sont également proposées.</p>",1,Anglais,,3,"Activités pour les enfants(3 ans)
Activités pour les familles
Equitation",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-chevaux-de-la-lande-genille
"Le Dépôt du Vigneron",47.167029,0.23997,"LE DEPOT DU VIGNERON","28 place du Général de Gaulle","37500 CHINON",,"02 47 93 35 25",pauserabelais@aol.com,,"<p>Vente de vins de chinon et du Val de Loire. Confit de vin et
poires tapées.</p>",3,"Anglais
Allemand
Italien",,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-depot-du-vigneron-chinon
"Pierre et Bertrand Couly",47.172968,0.217857,"PIERRE ET BERTRAND COULY","Coteaux de Saint-Louans","4 rue de Saint-Louans","37500 CHINON","02 47 93 43 97",contact@pb-couly.com,http://www.pb-couly.com,"<p>Situé dans le hameau viticole et pittoresque de Saint Louans,
nous vous accueillons au coeur d'un parc paysager avec une belle
roseraie pour déguster nos vins. Pour les amateurs de marche, un
circuit passe à proximité du domaine avec possiblité de
pique-niquer sous la pergola (cuisine à disposition). Nous vous
accueillons également dans notre nouveau chai à Chinon (rond point
des closeaux, sur la route de Tours) dans un bel espace d'accueil.
Les 2 sites sont reconnus ""caves d'excellence"".</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/pierre-et-bertrand-couly-chinon
"Ecuries de la Paulnière",47.128158,0.997664,"LES ECURIES DE LA PAULNIERE","La Paulnière","37600 LOCHES",,"02 47 92 32 48",ecuriesdelapaulniere@yahoo.fr,http://www.ecuriesdelapaulniere.com,,1,Anglais,,1,Equitation,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/ecuries-de-la-paulniere-loches
"Air Magic Montgolfières",47.331681,1.067526,"AIR MAGIC MONTGOLFIERES","37150 CHENONCEAUX",,,"02 37 32 38 06",info@air-magic.com,http://www.air-magic.com,,1,Anglais,,1,Montgolfière,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/air-magic-montgolfieres-chenonceaux
"Parc Robert Guignard",47.113322,0.622078,"PARC ROBERT GUIGNARD","Rue Toizelet","37800 SAINTE-MAURE-DE-TOURAINE",,"02 47 65 44 93",nicole-mahieu@orange.fr,http://www.tourisme-saintemauredetouraine.fr,,3,"Français
Anglais
Portugais",,1,"Jeux pour enfants",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/parc-robert-guignard-sainte-maure-de-touraine
"Le Feu à la Cave",47.287032,0.713512,"LE FEU A LA CAVE","47 rue Nationale","37250 MONTBAZON",,"02 47 26 55 83",laurent.cerqueu@gmail.com,http://lecavisteorpailleur.blogspot.com,"<p>Caviste spécialisé dans les vins issus des agricultures
biologique et biodynamique. Animation régulière de quiz et ateliers
du vin (autres alcools également) en boutique pour petits groupes
(8-10) ou en extérieur (jusqu'à 250 personnes), en Français et en
Anglais. Disponible en appoint pour tout type de projet en
oenotourisme.</p>",1,Anglais,oui,1,"Activités pour les familles",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-feu-a-la-cave-montbazon
"Piscine le Carré d'O",47.381847,0.656878,"PISCINE LE CARRE D'O","Avenue du Prieuré","37520 LA RICHE",,"02 47 35 56 20",carre-do@vert-marine.com,http://http://www.vert-marine.com/carre-d-o-centre-aquatique-la-riche-37/,,0,,,3,"Piscine
Centre de soins / Bien être
Balnéothérapie",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/piscine-le-carre-d-o-la-riche
"Château de l'Aulée",47.269407,0.477816,"Château de l'Aulée","Route de Tours","37190 AZAY-LE-RIDEAU",,"02 47 45 44 24",chateau-de-laulee@wanadoo.fr,http://www.laulee.com,"<p>Situés sur la rive droite de l'Indre, le Château de l'Aulée et
ses chais furent construits en 1856 par la famille Cordier,
négociant bordelais. Aujourd'hui, Marielle HENRION oenologue
champenoise, vous accueille tous les jours au coeur de son vignoble
de 37 hectares, dans les caves du Château pour vous faire vivre
l'émotion de sa fine bulle d'exception et découvrir ses vins d'Azay
le Rideau. Pensez à déguster le jus de raisin qui est également
produit au domaine. Un accueil d'exception : le château est reconnu
cave d'excellence !</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-l-aulee-azay-le-rideau
Extravagance,47.457142,0.707757,EXTRAVAGANCE,"17 rue René Cassin","ZA de l'Arche d'Oé","37390 NOTRE-DAME-D'OE","02 47 86 01 57",contact@extravagance.fr,http://www.extravagance.fr,"<p>Dans un cadre prestigieux et unique et dans la plus pure
tradition des cabarets parisiens, nous vous invitons à vivre des
instants magiques et inattendus ou le fabuleux mélange de charme,
d’élégance et d’attractions originales vous séduiront tout au long
d’un grand spectacle de strass, de plumes, de paillettes, de magie
et de rêve.</p>",0,,,1,Cabaret,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/extravagance-notre-dame-d-oe
